250	0.397227
251	0.363066
252	0.349345
253	0.323513
254	0.315613
255	0.303982
256	0.289974
257	0.273494
258	0.261114
259	0.251719
260	0.249647
261	0.237663
262	0.230978
263	0.215526
264	0.218754
265	0.216432
266	0.20853
267	0.196593
268	0.208061
269	0.204478
270	0.206562
271	0.201644
272	0.193739
273	0.200102
274	0.190931
275	0.181395
276	0.183583
277	0.184726
278	0.192974
279	0.174806
280	0.187803
281	0.160713
282	0.156938
283	0.181755
284	0.155158
285	0.154605
286	0.158034
287	0.157192
288	0.159178
289	0.155163
290	0.149271
291	0.143236
292	0.145911
293	0.149707
294	0.147948
295	0.150386
296	0.141453
297	0.143922
298	0.149729
299	0.150208
300	0.147423
301	0.146326
302	0.147034
303	0.159747
304	0.165004
305	0.165817
306	0.173651
307	0.186047
308	0.203899
309	0.222041
310	0.248987
311	0.305412
312	0.348256
313	0.381192
314	0.456136
315	0.541756
316	0.656647
317	0.781456
318	0.929368
319	1.182492
320	1.364441
321	1.561003
322	1.790464
323	2.048581
324	2.312638
325	2.606052
326	2.957469
327	3.300415
328	3.676758
329	4.063516
330	4.484433
331	4.924539
332	5.350679
333	5.778704
334	6.248531
335	6.700748
336	7.135384
337	7.585999
338	8.05991
339	8.515758
340	8.964779
341	9.411397
342	9.849902
343	10.264625
344	10.665648
345	11.046711
346	11.425641
347	11.785192
348	12.129272
349	12.496348
350	12.842392
351	13.139178
352	13.431628
353	13.710834
354	13.992381
355	14.235331
356	14.468283
357	14.689951
358	14.91067
359	15.119056
360	15.300926
361	15.484051
362	15.658149
363	15.792263
364	15.921124
365	16.042227
366	16.11776
367	16.17966
368	16.218886
369	16.247526
370	16.238939
371	16.187458
372	16.098846
373	15.961912
374	15.809107
375	15.619703
376	15.483717
377	15.431605
378	15.441698
379	15.483175
380	15.650287
381	15.861489
382	16.119959
383	16.386261
384	16.644118
385	16.907814
386	17.160464
387	17.395641
388	17.625385
389	17.834351
390	18.010513
391	18.155572
392	18.293007
393	18.40783
394	18.517728
395	18.618289
396	18.705651
397	18.785618
398	18.860534
399	18.922955
400	18.96994
401	19.017738
402	19.049828
403	19.073087
404	19.09628
405	19.111346
406	19.124386
407	19.131336
408	19.159806
409	19.19188
410	19.201841
411	19.229415
412	19.254266
413	19.285275
414	19.327534
415	19.37004
416	19.398662
417	19.440077
418	19.490916
419	19.534858
420	19.583617
421	19.633707
422	19.680421
423	19.73217
424	19.783749
425	19.827247
426	19.876107
427	19.930622
428	19.974721
429	20.021054
430	20.075054
431	20.124885
432	20.150415
433	20.178255
434	20.22334
435	20.267892
436	20.308979
437	20.354258
438	20.403042
439	20.45646
440	20.510524
441	20.565082
442	20.623175
443	20.689948
444	20.74973
445	20.814342
446	20.883883
447	20.943707
448	21.018071
449	21.097875
450	21.168914
451	21.240911
452	21.320765
453	21.389248
454	21.447016
455	21.511619
456	21.581553
457	21.655134
458	21.725086
459	21.78588
460	21.851815
461	21.906649
462	21.941057
463	21.981747
464	22.02898
465	22.084408
466	22.138687
467	22.180268
468	22.225267
469	22.279199
470	22.329436
471	22.372759
472	22.41004
473	22.453242
474	22.487149
475	22.534682
476	22.58191
477	22.630721
478	22.673112
479	22.712283
480	22.766638
481	22.824118
482	22.878692
483	22.934196
484	22.97158
485	23.013574
486	23.062729
487	23.118384
488	23.154387
489	23.194879
490	23.222541
491	23.265971
492	23.309182
493	23.346276
494	23.371662
495	23.41198
496	23.443403
497	23.473484
498	23.513325
499	23.551877
500	23.591782
501	23.631057
502	23.669992
503	23.712847
504	23.752886
505	23.7885
506	23.835972
507	23.866914
508	23.903621
509	23.939266
510	23.977565
511	24.014757
512	24.048814
513	24.083301
514	24.121252
515	24.168832
516	24.198486
517	24.237128
518	24.265156
519	24.300328
520	24.348384
521	24.393431
522	24.411195
523	24.446679
524	24.480311
525	24.523501
526	24.552963
527	24.57297
528	24.601797
529	24.627621
530	24.667136
531	24.701077
532	24.73543
533	24.769889
534	24.79997
