321.968	30.577
324.975	31.423
327.982	32.268
330.657	33.116
333.331	33.963
336.005	34.793
338.679	35.623
341.020	36.370
343.360	37.117
345.369	37.913
347.377	38.708
349.385	39.458
351.393	40.207
354.069	41.120
356.744	42.033
362.077	42.806
367.409	43.578
374.726	43.814
382.042	44.050
389.356	44.108
396.669	44.165
401.973	43.371
407.276	42.576
410.585	41.760
413.894	40.944
416.868	39.973
419.841	39.001
422.152	38.119
424.463	37.237
426.441	36.315
428.418	35.393
431.890	34.396
435.361	33.399
438.403	33.117
441.445	32.835
445.233	33.974
449.020	35.112
450.030	35.830
451.040	36.548
452.651	37.392
454.262	38.235
455.742	39.190
457.222	40.145
459.055	41.010
460.887	41.874
462.008	42.589
463.129	43.304
465.139	44.169
467.149	45.033
469.159	45.863
471.168	46.693
473.177	47.477
475.185	48.261
477.527	49.080
479.868	49.898
482.541	50.651
485.213	51.403
488.219	52.180
491.225	52.956
494.896	53.785
498.567	54.614
502.238	55.422
505.909	56.229
509.579	57.002
513.249	57.774
518.584	58.658
523.918	59.541
530.023	60.147
536.127	60.753
543.661	60.739
551.194	60.724
557.499	60.160
563.804	59.596
569.108	58.784
574.411	57.971
579.383	57.204
584.354	56.437
589.989	55.558
595.623	54.679
601.926	53.966
608.228	53.252
614.863	52.552
621.497	51.852
626.802	51.088
632.106	50.324
636.746	49.575
641.385	48.826
646.357	48.033
651.328	47.239
657.498	46.563
663.667	45.886
671.105	45.482
678.543	45.077
684.180	44.314
689.816	43.550
695.453	42.771
701.089	41.991
708.394	41.567
715.698	41.143
723.005	40.817
730.311	40.490
737.615	40.010
744.918	39.529
752.881	38.741
760.844	37.952
768.149	37.563
775.454	37.173
782.760	36.822
790.066	36.470
794.384	36.262
798.701	36.053
