504.265	30.049
507.866	30.832
511.466	31.615
514.469	32.417
517.472	33.219
519.812	34.107
522.151	34.995
523.824	35.731
525.496	36.467
527.171	37.332
528.846	38.197
530.855	39.226
532.864	40.254
534.874	41.294
536.883	42.334
538.558	43.205
540.233	44.075
541.907	44.887
543.580	45.699
545.589	46.693
547.598	47.686
549.607	48.656
551.615	49.626
553.622	50.479
555.628	51.332
557.968	52.191
560.307	53.050
563.311	53.958
566.315	54.866
571.245	55.610
576.174	56.353
581.219	55.946
586.263	55.539
588.244	54.675
590.225	53.810
594.310	52.904
598.394	51.998
600.273	51.700
602.151	51.402
606.152	52.267
610.152	53.132
612.158	53.892
614.163	54.651
616.169	55.434
618.174	56.217
620.180	56.989
622.185	57.760
624.191	58.578
626.197	59.396
628.204	60.261
630.211	61.125
632.218	61.978
634.224	62.831
636.564	63.690
638.903	64.549
642.903	65.369
646.903	66.188
651.897	66.844
656.891	67.499
660.557	68.195
664.223	68.891
667.226	69.697
670.229	70.502
673.899	71.458
677.568	72.414
682.894	73.001
688.219	73.587
696.600	74.026
704.980	74.464
712.235	75.172
719.490	75.879
727.030	76.375
734.569	76.870
741.823	76.757
749.076	76.644
755.468	76.355
761.860	76.066
769.918	76.043
777.976	76.020
785.216	75.750
792.456	75.480
799.761	75.116
807.066	74.751
814.370	74.334
821.674	73.917
829.041	73.216
836.407	72.514
843.707	71.794
851.006	71.073
856.645	70.394
862.283	69.715
866.259	68.909
870.234	68.102
874.541	67.230
878.847	66.357
884.817	65.621
890.787	64.884
898.014	64.244
905.241	63.603
912.614	62.828
919.986	62.052
925.403	61.308
930.819	60.564
935.681	59.796
940.543	59.028
945.847	58.191
951.151	57.353
957.452	56.497
963.752	55.641
971.716	54.885
979.679	54.129
986.984	53.733
994.288	53.336
1001.922	52.702
1009.555	52.068
1018.516	51.340
1027.477	50.612
1035.225	50.244
1042.972	49.875
1049.503	49.552
1056.033	49.229
